,household_ID,x_cord,y_cord,road_ID,Distance,resident_count,departure_time,type
0,20446.0,-94.94395691880612,29.206818726590136,428.0,13561.686745595349,4,72,2
1,32593.0,-95.293237054054,28.969508011788285,257.0,7203.142655830304,2,286,0
2,32485.0,-95.37781066764951,29.008453985104108,219.0,1311.4069073071234,1,674,0
3,18782.0,-94.84762676742307,29.254942103443597,430.0,2893.5253188420033,5,293,0
4,33243.0,-95.25150553456092,28.985988674665432,257.0,12262.333257947761,3,68,2
5,25654.0,-95.54471879728248,28.80708305612405,236.0,25731.678495727178,2,278,0
6,15146.0,-94.83671305059465,29.27400447973524,430.0,1580.8390613561808,5,320,0
7,5296.0,-94.80430323292222,29.296419333944662,432.0,3609.4077670271918,0,132,2
8,4764.0,-94.8032679847444,29.281189099972266,430.0,3082.074909608501,2,422,2
9,19821.0,-95.02902392578322,29.222930151596707,418.0,17376.598834675806,2,371,1
10,24912.0,-95.42240333659387,28.94050690932057,236.0,5103.072358840679,3,317,0
11,21196.0,-94.62436618005519,29.455940552001476,431.0,20974.652587694105,2,500,0
12,29006.0,-96.17628833554566,28.632491305858427,3.0,64745.921222964425,2,463,2
13,10882.0,-94.77611282010558,29.30732081381295,432.0,472.7496504941187,3,174,1
14,31072.0,-95.39726662800798,29.14329991133769,172.0,16090.921881833066,0,570,0
15,8116.0,-94.82040622249956,29.290852299417768,429.0,1899.4897082712112,2,76,0
16,9011.0,-94.79750204119374,29.302655827408664,432.0,2709.902094241814,2,88,0
17,16897.0,-94.84551307288204,29.267581131517833,430.0,2250.253829472943,4,558,0
18,954.0,-94.8050244812807,29.290693292276387,429.0,3599.8895512243184,0,96,1
19,15294.0,-94.87265029367303,29.288867324846265,428.0,1262.8490824903138,3,26,2
20,19974.0,-94.9272517579511,29.222223844053424,428.0,10857.0589581299,1,10,0
21,17552.0,-94.84890074468427,29.27360142636664,428.0,2101.9022129229784,3,173,0
22,19840.0,-94.9728265379276,29.18507704936543,428.0,17782.41673527542,4,161,1
23,31925.0,-95.12248893200861,29.262424441907417,377.0,14559.43384832681,6,190,0
24,28813.0,-96.19585368914619,28.772127038719912,3.0,48591.25583981483,6,328,2
25,32097.0,-95.27651781120859,29.315553869586072,313.0,10000.110500440836,2,610,2
26,13790.0,-94.83035085386744,29.26584015853696,430.0,567.1979657333718,2,100,0
27,521.0,-94.79424049375572,29.292559133676374,432.0,2794.53228571021,3,460,2
28,22169.0,-95.38643534328502,28.877348212287693,236.0,8846.590857792846,0,578,0
29,8026.0,-94.8328890068718,29.287563996812494,429.0,505.9601631518726,2,227,1
30,31585.0,-95.24927240091803,29.23044247285288,313.0,20449.41285660814,1,373,0
31,1562.0,-94.80088035075408,29.28632075665654,430.0,3707.2255454763854,7,471,1
32,9297.0,-94.80819989375769,29.29684645162783,429.0,3403.1445495586518,2,451,2
33,7465.0,-94.82137755284998,29.27869698877347,430.0,1605.5344517604617,6,416,0
34,19591.0,-95.11115919459236,29.091077110319745,257.0,32692.334310476745,2,398,1
35,20932.0,-94.42815091223149,29.55719035511831,439.0,34919.50138453352,0,632,2
36,7591.0,-94.8176662674582,29.285521206260583,429.0,2217.976997926077,0,43,1
